author|title|keywords|abstract|year|ENTRYTYPE|doi
Yuanjun Zhao and Subin Wen and Tengjun Zhou and Wei Liu and Hongxin Yu and Hongwei Xu|Development and innovation of enterprise knowledge management strategies using big data neural networks technology|Enterprise knowledge, Management strategies, Big data, Neural networks technology|To strengthen the development of enterprises and optimize knowledge management strategies, the current situation of enterprise knowledge management (EKM) is investigated and the evaluation indicators of EKM strategies are analyzed. The specific structure and principles of neural network algorithms are studied using big data. Finally, neural networks (NNs) technology is used to evaluate EKM strategies and calculate the specific weight and strategy application of EKM using big data. The results show that with the support of big data, the use of NNs technology can analyze not only the knowledge management strategies, but also the different strategies of knowledge management used by different enterprises. When analyzing EKM strategies, enterprises indicators collected by big data vary greatly. The highest and lowest values are approximately 0.94 and 0.28, respectively. It indicates that NNs technology can be used to study different knowledge management strategies. Using this technology, the knowledge management strategies of different enterprises are calculated and optimized. The error between the final calculation and the actual result is relatively small, with a maximum and minimum of approximately 0.197 and 0.012, respectively. With the support of big data, the innovation and development of EKM strategy using NNs technology provides technical support for EKM and a reference.|2022|article|https://doi.org/10.1016/j.jik.2022.100273
Gongzhuang Peng and Yinliang Cheng and Yufei Zhang and Jian Shao and Hongwei Wang and Weiming Shen|Industrial big data-driven mechanical performance prediction for hot-rolling steel using lower upper bound estimation method|Industrial big data, Mechanical performances prediction, Lower upper bound estimation, Broad learning system, Hot-rolling|Industrial big data technology has become one of the important driving forces to intelligent manufacturing in the steel industry. In this study, the characteristics of data in steel production are analyzed and an industrial big data platform for steeling process is developed to extract the quality-related parameters. A data-driven approach to construct prediction intervals (PIs) of mechanical performances for hot-rolling strips is proposed to represent the uncertainty and reliability of the prediction results. The proposed method employs a new manifold visualization method, SLISEMAP, to reduce the feature dimensions with interpretability, utilizes lower upper bound estimation (LUBE) method to obtain the PIs, in which the broad learning system (BLS) is used as the basic training network model and the artificial bee colony (ABC) algorithm is applied to optimize the weighting parameters of BLS under the LUBE framework. A hot-rolling steel coil dataset consisting of 39 variables and 1335 coil samples is used to validate the proposed method. Two Delta-based approaches, namely back propagation neural network (BPNN) and extreme learning machine (ELM); and three LUBE-based approaches, namely ABC-BPNN, ABC-ELM, and ABC-support vector regression (SVR) are compared with the proposed method. Results show that the proposed ABC-BLS in LUBE is effective and efficient in constructing the PIs with a higher coverage probability and a narrower interval width.|2022|article|https://doi.org/10.1016/j.jmsy.2022.08.014
Nadja B. Cech and Marnix H. Medema and Jon Clardy|Benefiting from big data in natural products: importance of preserving foundational skills and prioritizing data quality||"ABSTRACT
Systematic, large-scale, studies at the genomic, metabolomic, and functional level have transformed the natural product sciences. Improvements in technology and reduction in cost for obtaining spectroscopic, chromatographic, and genomic data coupled with the creation of readily accessible curated and functionally annotated data sets have altered the practices of virtually all natural product research laboratories. Gone are the days when the natural products researchers were expected to devote themselves exclusively to the isolation, purification, and structure elucidation of small molecules. We now also engage with big data in taxonomic, genomic, proteomic, and/or metabolomic collections, and use these data to generate and test hypotheses. While the oft stated aim for the use of large-scale -omics data in the natural products sciences is to achieve a rapid increase in the rate of discovery of new drugs, this has not yet come to pass. At the same time, new technologies have provided unexpected opportunities for natural products chemists to ask and answer new and different questions. With this viewpoint, we discuss the evolution of big data as a part of natural products research and provide a few examples of how discoveries have been enabled by access to big data. We also draw attention to some of the limitations in our existing engagement with large datasets and consider what would be necessary to overcome them."|2021|article|https://doi.org/10.1039/d1np00061f
Benjamin T. Hazen and Christopher A. Boone and Jeremy D. Ezell and L. Allison Jones-Farmer|Data quality for data science, predictive analytics, and big data in supply chain management: An introduction to the problem and suggestions for research and applications|Data quality, Statistical process control, Knowledge-based view, Organizational information processing view, Systems theory|Today׳s supply chain professionals are inundated with data, motivating new ways of thinking about how data are produced, organized, and analyzed. This has provided an impetus for organizations to adopt and perfect data analytic functions (e.g. data science, predictive analytics, and big data) in order to enhance supply chain processes and, ultimately, performance. However, management decisions informed by the use of these data analytic methods are only as good as the data on which they are based. In this paper, we introduce the data quality problem in the context of supply chain management (SCM) and propose methods for monitoring and controlling data quality. In addition to advocating for the importance of addressing data quality in supply chain research and practice, we also highlight interdisciplinary research topics based on complementary theory.|2014|article|https://doi.org/10.1016/j.ijpe.2014.04.018
El Mehdi Ouafiq and Rachid Saadane and Abdellah Chehri and Seunggil Jeon|AI-based modeling and data-driven evaluation for smart farming-oriented big data architecture using IoT with energy harvesting capabilities|Smart Farming, Energy Harvesting Capabilities, IoT, Big Data, Agriculture 4.0, Water Management, Sustainability|The use of Internet of Things (IoT) networks offers great advantages over wired networks, especially due to their simple installation, low maintenance costs, and automatic configuration. IoT facilitates the integration of sensing and communication for various industries, including smart farming and precision agriculture. For several years, many researchers have strived to find new sources of energy that are always “cleaner” and more environmentally friendly. Energy harvesting technology is one of the most promising environment-friendly solutions that extend the lifetime of these IoT devices. In this paper, the state-of-art of IoT energy harvesting capabilities and communication technologies in smart agriculture is presented. In addition, this work proposes a comprehensive architecture that includes big data technologies, IoT components, and knowledge-based systems for innovative farm architecture. The solution answers some of the biggest challenges the agriculture industry faces, especially when handling small files in a big data environment without impacting the computation performance. The solution is built on top of a pre-defined big data architecture that includes an abstraction layer of the data lake that handles data quality following a data migration strategy to ensure the data's insights. Furthermore, in this paper, we compared several machine learning algorithms to find the most suitable smart farming analytics tools in terms of forecasting and predictions.|2022|article|https://doi.org/10.1016/j.seta.2022.102093
Siham Yousfi and Dalila Chiadmi and Maryem Rhanoui|Smart big data framework for insight discovery|Big data value chain, Data integration, Heterogeneous data sources, Spacio-temporal traffic monitoring, Traffic management systems|Big Data deal with new challenges such as data variety, data veracity (correct, incorrect, misleading, etc.) and data completeness (provide a single part of the overall information.). In fact, the knowledge discovered from a single source that can offer incorrect or incomplete data, may have a negative impact on the quality of decisions based on it. Therefore, integrating data coming from multiple sources allows verifying the veracity and ensuring the completeness of the results and thus improving the quality of analysis and enhancing business decisions. In this paper, we present a smart framework that falls within the Big Data value chain process and aims to improve the quality of analytical results by focusing two main concerns regarding Big Data Integration; data completeness and data veracity. The framework integrates Big Data in order to build a complete global and correct insight from heterogeneous sources. The paper presents two implementations of the framework in the context of urban and highway traffic management systems.|2022|article|https://doi.org/10.1016/j.jksuci.2021.12.009
Mehrbakhsh Nilashi and Rabab Ali Abumalloh and Ahmed Almulihi and Mesfer Alrizq and Abdullah Alghamdi and Muhammed Yousoof Ismail and Abul Bashar and Waleed Abdu Zogaan and Shahla Asadi|Big social data analysis for impact of food quality on travelers’ satisfaction in eco-friendly hotels|Online customers’ reviews, Customers’ satisfaction, Machine learning, Food quality, Hotel performance criteria, Big social data|Revealing customer satisfaction through big social data has been an interesting research topic in tourism and hospitality. Big data analysis is an effective way to detect customers’ behaviors in their decision-making. This study aims to perform big social data analysis to reveal whether food quality impacts the relationship between hotel performance criteria and travelers’ satisfaction. A two-stage methodology is developed to address the objectives of this study. The findings demonstrated that there is a positive relationship between eco-friendly hotels’ performance criteria and satisfaction. The results and implications for managers and future research directions are discussed.|2021|article|https://doi.org/10.1016/j.icte.2021.11.006
Qingjun Wang and Zhendong Mu|Risk monitoring model of intelligent agriculture Internet of Things based on big data|Big data, Smart agriculture, Risk monitoring, IoT technology, Wireless Sensor Networks|With the development of the times, there is a huge amount of data in every industry. Big data technology is to collect, analyze, process and information from these huge data and apply it to all aspects of our life to improve people's production life. The proposal and development of smart agriculture will play a significant role in the further implementation of the country's rural revitalization strategy. However, the research on risk monitoring in smart agriculture is not yet systematic enough. The purpose of this article is to strengthen the development of smart agriculture under big data, focusing on risk monitoring. To this end, this article studies big data monitoring through data analysis methods and Internet of Things technologies, and discusses the principles of big data and key technology principles of the Internet of Things. Explained, and proposed a modern agricultural technology platform based on the Internet of Things and big data. This platform is established on the basis of precision agriculture and wireless sensor network work, and analyzes the accuracy of various types of light wavelengths for determining wheat rust. The analysis results show that the accuracy of light with multiple wavelengths is not necessarily better than the light with a single wavelength. The accuracy of 600 nm wavelength can reach 100 %, and the accuracy of monitoring with 4 wavelengths together is rather low. However, less consideration is given to the factors in this article, and wheat does not necessarily cause only one disease. Comprehensive analysis is required. With the help of spectral research and aerial photography of drones, the severity of the disease and the outbreak area can be speculated.|2022|article|https://doi.org/10.1016/j.seta.2022.102654
Luc Rubinger and Seper Ekhtiari and Aaron Gazendam and Mohit Bhandari|Registries: Big data, bigger problems?|Registry, Big-data, registry-based RCT|Patient registries have grown in size and number along with general computing power and digitization of the healthcare world. In contrast to databases, registries are typically patient data systematically created and collected for the express purpose of answering health-related questions. Registries can be disease-, procedure-, pathology-, or product-based in nature. Registry-based studies typically fit into Level II or III in the hierarchy of evidence-based medicine. However, a recent advent in the use of registry data has been the development and execution of registry-based trials, such as the TASTE trial, which may elevate registry-based studies into the realm of Level I evidence. Some strengths of registries include the sheer volume of data, the inclusion of a diverse set of participants, and their ability to be linked to other registries and databases. Limitations of registries include variable quality of the collected data, and a lack of active follow-up (which may underestimate rates of adverse events). As with any study type, the intended design does not automatically lead to a study of a certain quality. While no specific tool exists for assessing the quality of a registry-based study, some important considerations include ensuring the registry is appropriate for the question being asked, whether the patient population is representative, the presence of an appropriate comparison group, and the validity and generalizability of the registry in question. The future of clinical registries remains to be seen, but the incorporation of big data and machine learning algorithms will certainly play an important role.|2021|article|https://doi.org/10.1016/j.injury.2021.12.016
Huadong Guo and Dong Liang and Zhongchang Sun and Fang Chen and Xinyuan Wang and Junsheng Li and Li Zhu and Jinhu Bian and Yanqiang Wei and Lei Huang and Yu Chen and Dailiang Peng and Xiaosong Li and Shanlong Lu and Jie Liu and Zeeshan Shirazi|Measuring and evaluating SDG indicators with Big Earth Data|Big Earth Data, Big data, Sustainable Development Goals (SDGs), Decision support, CASEarth, Digital Earth|The United Nations 2030 Agenda for Sustainable Development provides an important framework for economic, social, and environmental action. A comprehensive indicator system to aid in the systematic implementation and monitoring of progress toward the Sustainable Development Goals (SDGs) is unfortunately limited in many countries due to lack of data. The availability of a growing amount of multi-source data and rapid advancements in big data methods and infrastructure provide unique opportunities to mitigate these data shortages and develop innovative methodologies for comparatively monitoring SDGs. Big Earth Data, a special class of big data with spatial attributes, holds tremendous potential to facilitate science, technology, and innovation toward implementing SDGs around the world. Several programs and initiatives in China have invested in Big Earth Data infrastructure and capabilities, and have successfully carried out case studies to demonstrate their utility in sustainability science. This paper presents implementations of Big Earth Data in evaluating SDG indicators, including the development of new algorithms, indicator expansion (for SDG 11.4.1) and indicator extension (for SDG 11.3.1), introduction of a biodiversity risk index as a more effective analysis method for SDG 15.5.1, and several new high-quality data products, such as global net ecosystem productivity, high-resolution global mountain green cover index, and endangered species richness. These innovations are used to present a comprehensive analysis of SDGs 2, 6, 11, 13, 14, and 15 from 2010 to 2020 in China utilizing Big Earth Data, concluding that all six SDGs are on schedule to be achieved by 2030.|2022|article|https://doi.org/10.1016/j.scib.2022.07.015
Dong Meiyou and Yao Ye|Establishment of big data evaluation model for green and sustainable development of enterprises|Big Data, Sustainable Development, Green Environment, Enterprises and Supply chain Management|Big data analytic is described as the complex process of investigating big data to reveal hidden data such as patterns, market trends, and correlation, and customer preferences. This might help to take important decisions. To analyze the big data from the industries we proposed a new optimized green supply chain management approach. This also mitigates the inherent risk that occurs due to hazardous materials. This includes emission of carbons and economic cost. Here we consider three scenarios. The former one is used to deal with the emission of carbon and mitigates the risk. The second scenario can be used to reduce both emission and risk and minimize the overall cost. The latter scenario can be used to reduce all three factors simultaneously. The findings and discussion are performed to showcase the advantages of the proposed method.|2022|article|https://doi.org/10.1016/j.jksus.2022.102041
Mustafa Musa Jaber and Mohammed Hasan Ali and Sura Khalil Abd and Mustafa Mohammed Jassim and Ahmed Alkhayyat and Hussein Waheed Aziz and Ahmed Rashid Alkhuwaylidee|Predicting climate factors based on big data analytics based agricultural disaster management|Big data analytics, Environment, Agricultural disaster, Climate factor|Aggressive, unexpected, and catastrophic changes in the environment-induced or impacted by the cultivation of land, crops, and cattle are known as agricultural disasters. In agriculture, the volume of data unpredictability, processing, and data management standards for interoperability are significant concerns. While natural catastrophes are still a considerable problem, the enormous amount of data available has opened up new avenues for coping. Accordingly, big data analytics has profoundly changed the way people respond to disasters in the agriculture sector. In this paper, the Data handling model using big data analytics (DHM-BDA)explores the role of big data in managing agricultural disasters and highlights the technical status of delivering practical and efficient disaster management solutions. DHM-BDA is used to address the essential sources of big data that include climatic causes and associated successes and developing technological problems in different disaster management phases. In addition, it aids in the monitoring, mitigation, alleviation, and acceptance of agricultural catastrophes and the process of recovery and rebuilding. The simulation findings have been executed, and the suggested model enhances the prediction ratio of 98.9%, decision-making level of 97.8%, data management of 96.5%, production ratio of 95.6%, and risk reduction ratio of 97.1% compared to other existing approaches.|2022|article|https://doi.org/10.1016/j.pce.2022.103243
Li Xu and Xiuli Wang and Wen Guo|Does renewable energy adaptation, globalization, and financial development matter for environmental quality and economic progress? Evidence from panel of big five (B5) economies|Renewable energy, Environment, Economy, Globalization, Financial development|Renewable energy adaptation can play a critical role to halt climate change, although many researchers in the past tried to estimate its effect toward the environment, but the findings are still unclear and complex due to limitation of data and adopted methodologies. Therefore, to overcome the weaknesses, this paper aims to re-investigate the role of renewable energy adaptation, financial development and globalization toward environmental quality and economic progress in leading economies, we call it big five economies (B5) of the world. These economies (USA, China, UK, Germany, and Japan) were chosen based on ranking by the IMF. In this paper, we applied panel techniques for data analysis including panel data unit roots test, padroni cointegration analysis and panel data FMOLS and panel DOLS. Further, to explore country specific results and to ensure the robustness of findings, frequency domain causality test was applied. Results of estimation reveal that renewable energy adaptation mitigate the environmental impact to improve environmental quality and reinforce economic progress in B5 countries. Although, financial development, capital formation, natural resources and globalization improve economic progress, but these factors create adverse consequence for the environmental quality. Similarly, it can be stated that it’s a tradeoff between economy and the environment. Further, the role of trade is found as constructive for environmental quality and economic progress in B5 economies. We believe that the conclusions of our study hold promise for key insights for the policy development.|2022|article|https://doi.org/10.1016/j.renene.2022.05.004
Denis Ushakov and Egor Dudukalov and Ekaterina Mironenko and Khodor Shatila|Big data analytics in smart cities’ transportation infrastructure modernization|Smart Cities, public transportations, Big Data Analytics, Internet of Things, Artificial Intelligence|Using big data in supply chain management (SCM) has the potential to have a significant impact on the industry in general and international transportation in particular. Big data have a direct influence on transportation capacity in future cities. There has been a significant increase in urbanization over the last decade in which one in three people will live in an urban area by 2050. An updated transportation infrastructure is essential to keep up with the present flow of goods, while also limiting its impact on the environment and human health and this is likely to be achieved using big data analytics technique. To overcome this problem, smart cities are becoming more popular. With the use of information and communication technology (ICT), a smart city aims to address public concerns in an inclusive, municipally-based partnership. A big data transportations system may be built using the superstructure of a smart city. A good way to define it is the modeling and analysis of urban transportation and distribution networks using enormous data sets created by GPS, mobile phones, and transactional data from company activities. Big Data analytics may be used in public transportation to better understand how people go about the city. A better understanding of passengers’ travel patterns might help transportation providers make better judgments regarding service quality. People who travel by automobile on a regular basis may now be predicted based on the triangulation of mobile phone data from millions of anonymous users. Local and national polls may demonstrate the paradigm’s applicability. To compute the time it takes for passengers to board and exit trains, Metro and iBus vehicle position data may be combined with information from smart cards. Big Data analytics for traffic management may benefit from these findings.|2022|article|https://doi.org/10.1016/j.trpro.2022.06.274
Usama Awan and Saqib Shamim and Zaheer Khan and Najam Ul Zia and Syed Muhammad Shariq and Muhammad Naveed Khan|Big data analytics capability and decision-making: The role of data-driven insight on circular economy performance|Big data analytics, Data-driven insights, Big data analytics capabilities, Decision-making, Circular economy, Manufacturing firms|Big data analytics (BDA) is a revolutionary approach for sound decision-making in organizations that can lead to remarkable changes in transforming and supporting the circular economy (CE). However, extant literature on BDA capability has paid limited attention to understanding the enabling role of data-driven insights for supporting decision-making and, consequently, enhancing CE performance. We argue that firms drive decision-making quality through data-driven insights, business intelligence and analytics (BI&A), and BDA capability. In this study, we empirically investigated the association of BDA capability with CE performance and examined the mediating role of data-driven insights in the relationship between BDA capability and decision-making. Data were collected from 109 Czech manufacturing firms, and partial least squares structural equation modeling was applied to analyze the data. The results reveal that BDA capability and BI&A are positively associated with decision-making quality. This effect is stronger when the manufacturer utilizes data-driven insights. The results demonstrate that BDA capability drives decision-making quality in organizations, and data-driven insights do not mediate this relationship. BI&A is associated with decision-making quality through data-driven insights. These findings offer important insights to managers, as they can act as a reference point for developing data-driven insights with the CE paradigm in organizations.|2021|article|https://doi.org/10.1016/j.techfore.2021.120766
Ruikai He and Tong Xiao and Shunian Qiu and Jiefan Gu and Minchen Wei and Peng Xu|A rule-based data preprocessing framework for chiller rooms inspired by the analysis of engineering big data|Data pre-processing, Big engineering data, Building energy management|The rapid development of building energy consumption monitoring platforms makes engineering data more diverse, which facilitates the goal of reducing emissions. It is increasingly acknowledged that data preprocessing deserves the same attention as intelligent algorithms. In this work, the data quality issue of the engineering big data from non-demonstration complexes in China are analyzed thoroughly, and the analysis is based on clustering-based algorithms. We can conclude that the data of the hourly power of equipment groups are quality and stable, which is suitable for the benchmark to check other data. The quality of the data about pipes is acceptable. The number of data types about cooling towers is less, and the quality is worse. Regarding other data, the quality is unstable, so researchers should deal with those case-by-case. According to the above analysis, we proposed a convenient, rule-based data preprocessing framework that utilizes the law of physics, ensuring the strong coupling of multi-variants. After the data preprocessing, these engineering data are more reliable and can be used to improve performance or train models. Additionally, the proposed framework is more suitable for preprocessing multi-variant engineering data.|2022|article|https://doi.org/10.1016/j.enbuild.2022.112372
Anita Lee-Post and Ram Pakath|Numerical, secondary Big Data quality issues, quality threshold establishment, & guidelines for journal policy development|Data quality, Big data, Secondary data, Numerical data, Quality threshold|An IS researcher may obtain Big Data from primary or secondary data sources. Sometimes, acquiring primary Big Data is infeasible due to availability, accessibility, cost, time, and/or complexity considerations. In this paper, we focus on Big Data-based IS research and discuss ways in which one may, post hoc, establish quality thresholds for numerical Big Data obtained from secondary sources. We also present guidelines for developing journal policies aimed at ensuring the veracity and verifiability of such data when used for research purposes.|2019|article|https://doi.org/10.1016/j.dss.2019.113135
N. Deepa and Quoc-Viet Pham and Dinh C. Nguyen and Sweta Bhattacharya and B. Prabadevi and Thippa Reddy Gadekallu and Praveen Kumar Reddy Maddikunta and Fang Fang and Pubudu N. Pathirana|A survey on blockchain for big data: Approaches, opportunities, and future directions|Blockchain, Big data, Vertical applications, Smart city, Smart healthcare, Smart transportation, Security|Big data has generated strong interest in various scientific and engineering domains over the last few years. Despite many advantages and applications, there are many challenges in big data to be tackled for better quality of service, e.g., big data analytics, big data management, and big data privacy and security. Blockchain with its decentralization and security nature has the great potential to improve big data services and applications. In this article, we provide a comprehensive survey on blockchain for big data, focusing on up-to-date approaches, opportunities, and future directions. First, we present a brief overview of blockchain and big data as well as the motivation behind their integration. Next, we survey various blockchain services for big data, including blockchain for secure big data acquisition, data storage, data analytics, and data privacy preservation. Then, we review the state-of-the-art studies on the use of blockchain for big data applications in different domains such as smart city, smart healthcare, smart transportation, and smart grid. For a better understanding, some representative blockchain-big data projects are also presented and analyzed. Finally, challenges and future directions are discussed to further drive research in this promising area.|2022|article|https://doi.org/10.1016/j.future.2022.01.017
Sinan Kahveci and Bugra Alkan and Mus’ab H. Ahmad and Bilal Ahmad and Robert Harrison|An end-to-end big data analytics platform for IoT-enabled smart factories: A case study of battery module assembly system for electric vehicles|Big data analytics, Data visualisation, IoT, Industry 4.0, Smart manufacturing|Within the concept of factories of the future, big data analytics systems play a critical role in supporting decision-making at various stages across enterprise processes. However, the design and deployment of industry-ready, lightweight, modular, flexible, and cost efficient big data analytics solutions remains one of the main challenges towards the Industry 4.0 enabled digital transformation. This paper presents an end-to-end IoT-based big data analytics platform that consists of five interconnected layers and several components for data acquisition, integration, storage, analytics and visualisation purposes. The platform architecture benefits from state-of-the-art technologies and integrates them in a systematic and interoperable way with clear information flows. The developed platform has been deployed in an electric vehicle battery module assembly automation system designed by the Automation Systems Group at the University of Warwick, the UK. The developed proof-of-concept solution demonstrates how a wide variety of tools and methods can be orchestrated to work together aiming to support decision-making and to improve both process and product qualities in smart manufacturing environments.|2022|article|https://doi.org/10.1016/j.jmsy.2022.03.010
C. Oberije and E. Roelofs and G. Nalbantov and A. Dekker and W. Wiessler and M. Eble and W. Dries and L. Janvary and P. Bulens and P. Lambin|EP-1765: Big data or good data? Improving the quality of big data by open source clinical research protocols|||2014|article|https://doi.org/10.1016/S0167-8140(15)31883-1
Bing Wang and Yuanjie Wang and Fang Yan and Wei Zhao|Safety intelligence toward safety management in a big-data environment: A general model and its application in urban safety management|Safety intelligence, Safety management, Intelligence-led, Big data, Urban safety|In recent years, safety intelligence, as a new area of safety science, has emerged as the backbone of safety management, thus receiving increasing research attention. Furthermore, big data and other related technologies have exerted considerable influence on safety intelligence and safety management. This study presents this influence of big data on safety intelligence sources, technologies, methodologies, and management systems, and an analysis of the challenges in traditional safety management. Safety intelligence is confirmed to be an important factor that influences safety management (particularly decision-making). A new research paradigm has emerged, namely, intelligence-led safety management (ILSM), which exemplifies the profound influence of safety intelligence on safety management. The value of ILSM and the function of big data in ILSM are also discussed in this study. Based on the concept, definition, connotation, and other relevant knowledge of safety intelligence, a model for ILSM in a big-data environment is proposed. The model involves safety information, data acquisition, and safety intelligence and ILSM processes, aiming to guide the implementation of ILSM in a big-data environment. In addition, an intelligent urban safety management system is mentioned as an application case.|2022|article|https://doi.org/10.1016/j.ssci.2022.105840
Fakhitah Ridzuan and Wan Mohd Nazmee {Wan Zainon}|Diagnostic analysis for outlier detection in big data analytics|Big data, data quality, outlier, Sustainable Development Goals|Recently, Big Data analytics has been one of the most emerging topics in the business field. Data is collected, processed and analyzed to gain useful insight for their organization. Big Data analytics has the potential to improve the quality of life and help to achieve Sustainable Development Goals (SDG). To ensure that SDG goals are achieved, we must utilize existing data to meet those targets and ensure accountability. However, data quality is often left out when dealing with data. Any types of errors presented in the dataset should be properly addressed to ensure the analysis provided is accurate and truthful. In this paper, we have addressed the concept of data quality diagnosis to identify the outlier presented in the dataset. The cause of the outlier is further discussed to identify potential improvements that can be done to the dataset. In addition, recommendations to improve the quality of data and data collection systems are provided.|2022|article|https://doi.org/10.1016/j.procs.2021.12.189
Xinxiang Zhao|Research on management informatization construction of electric power enterprise based on big data technology|Big data, Electric power enterprises, Informatization construction, Visualization|"Background:
The energy industry is the leader of the third industrial revolution, and the field of big data is the concrete embodiment of the Internet. With the advent of the era of big data, data is growing at a very fast speed, forming a large number of digital resources including text data, pictures, audio, video and other multimedia data. The application of big data will bring changes in technology application, service mode and development ideas to the power grid.
Objective:
The purpose of this paper is to improve the data analysis and data mining ability in the related fields of power energy enterprise management, and improve the service ability and service quality of power marketing business through the informatization construction of power energy enterprises.
Methods:
According to the increasingly urgent scientific decision-making needs of large-scale energy enterprises, the paper combines big data technology with cloud computing technology to construct the management information system of electric power and energy enterprises.
Conclusion:
The electricity consumption information collection system adopts distributed architecture to collect electricity consumption data, establishes a big data cloud platform, and presents the operation and maintenance information to managers with vivid and intuitive three-dimensional graphics, which facilitates the integration of data resources of multiple heterogeneous operation and maintenance systems, and improves the intuitive perception and judgment ability of operation and maintenance managers on the operation state of data centers to a certain extent."|2022|article|https://doi.org/10.1016/j.egyr.2022.05.124
Quang Viet Ly and Viet Hung Truong and Bingxuan Ji and Xuan Cuong Nguyen and Kyung Hwa Cho and Huu Hao Ngo and Zhenghua Zhang|Exploring potential machine learning application based on big data for prediction of wastewater quality from different full-scale wastewater treatment plants|Water pollution, Machine learning, Deep learning, Wastewater treatment phosphorus|Water pollution generated from intensive anthropogenic activities has emerged as a critical issue concerning ecosystem balance and livelihoods worldwide. Although optimizing wastewater treatment efficiency is widely regarded as the foremost step to minimize pollutants released into the environment, this widespread application has encountered two major problems: firstly, the significant variation of influent wastewater constituents; secondly, complex treatment processes within wastewater treatment plants (WWTPs). Based on the data collected hourly using real-time sensors in three different full-scale WWTPs (24 h × 365 days × 3 WWTPs × 10 wastewater parameters), this work introduced the potential application of Machine Learning (ML) to predict wastewater quality. In this work, six different ML algorithms were examined and compared, varying from shallow to deep learning architectures including Seasonal Autoregressive Integrated Moving Average (SARIMAX), Random Forest (RF), Support Vector Machine (SVM), Gradient Tree Boosting (GTB), Adaptive Neuro-Fuzzy Inference System (ANFIS) and Long Short-Term Memory (LSTM). These models were developed to detect total phosphorus in the outlet (Outlet-TP), which served as an output variable due to the rising concerns about the eutrophication problem. Irrespective of WWTPs, SARIMAX consistently demonstrated the best performance for regression estimation as evidenced by the lowest values of Mean Square Error (MSE), Mean Absolute Error (MAE), Mean Absolute Percentage Error (MAPE) and the highest coefficient of determination (R2). In terms of computation efficiency, SARIMAX exhibited acceptable time computation, acknowledging the successful application of this algorithm for Outlet-TP modeling. In contrast, the complex structure of LSTM made it time-consuming and unstable coupled with noise, while other shallower architectures, i.e., RF, SVM, GTB, and ANFIS were unable to address large datasets with nonlinear and nonstationary behavior. Consequently, this study provides a reliable and accurate approach to forecast wastewater effluent quality, which is pivotal in terms of the socio-economic aspects of wastewater management.|2022|article|https://doi.org/10.1016/j.scitotenv.2022.154930
Amanda Caissie and Michelle Mierzwa and Clifton David Fuller and Murali Rajaraman and Alex Lin and Andrew MacDonald and Richard Popple and Ying Xiao and Lisanne VanDijk and Peter Balter and Helen Fong and Heping Xu and Matthew Kovoor and Joonsang Lee and Arvind Rao and Mary Martel and Reid Thompson and Brandon Merz and John Yao and Charles Mayo|Head and Neck Radiotherapy Patterns of Practice Variability Identified as a Challenge to Real-World Big Data: results from the Learning from Analysis of Multicentre Big Data Aggregation (LAMBDA) Consortium||"Purpose/Objective
Outside of randomized clinical trials, it is difficult to develop clinically relevant evidence-based recommendations for radiotherapy (RT) practice guidelines due to lack of comprehensive real-world data. To address this knowledge gap, we formed the Learning and Analytics from Multicenter Big Data Aggregation (LAMBDA) consortium to cooperatively implement RT data standardization, develop software solutions for data analysis and recommend clinical practice change based on real-world data analyzed. The first phase of this “Big Data” study aimed at characterizing variability in clinical practice patterns of dosimetric data for organs at risk (OAR), that would undermine subsequent use of large scale, electronically aggregated data to characterize associations with outcomes. Evidence from this study was used as the basis for practical recommendations to improve data quality.
Materials/Methods
Dosimetric details of patients with H&N cancer treated with RT between 2014 and 2019 were analyzed. Institutional patterns of practice were characterized including structure nomenclature, volumes and frequency of contouring. Dose volume histogram (DVH) distributions were characterized and compared to institutional constraints and literature values.
Results
Plans for 4664 patients treated to a mean plan dose of 64.4 ± 13.2 Gy in 32 ± 4 fractions were aggregated. Prior to implementation of TG263 guidelines in each institution, there was variability in OAR nomenclature across institutions and structures. With evidence from this study, we identified a targeted and practical set of recommendations aimed at improving the quality of real-world data.
Conclusion
Quantifying similarities and differences among institutions for OAR structures and DVH metrics is the launching point for next steps to investigate potential relationships between DVH parameters and patient outcomes."|2022|article|https://doi.org/10.1016/j.adro.2022.100925
Guido L. Geerts and Daniel E. O'Leary|V-Matrix: A wave theory of value creation for big data|Big Data, Life Cycle, Volume, Velocity, Variety, Veracity, State Space Model, Big Data Theory Development, Life Cycle of Big Data, Wave theory|This paper examines the “V-Matrix” and provides a wave theory life cycle model of organizations’ adoption of big data. The V-Matrix is based on the big data five “V’s”: Volume, Velocity, Variety, Veracity, and Value and captures and enumerates the different potential states that an organization can go through as part of its adoption and evolution towards big data. We extend the V-Matrix to a state space approach in order to provide a characterization of the adoption of big data technologies in an organization. We develop and use a wave theory of implementation to accommodate a firm’s movement through the V-Matrix. Accordingly, the V-Matrix provides a life cycle model of organizational use of the different aspects of big data. In addition, the model can help organizations’ plan for decision-making use of big data as they anticipate movement from one state to another, as they add big data capabilities. As part of this analysis, the paper examines some of the issues that occur in the different states, including synergies and other issues associated with co-occurrence of different V’s with each other. Finally, this paper integrates the V-Matrix with other data analytic life cycles and examines some of the implications of those models.|2022|article|https://doi.org/10.1016/j.accinf.2022.100575
